quelle,labela,labelb1,labelc1,labelb2,labelc2,labelb3,labelc3,labelb4,labelc4,labelb5,labelc5,labeld,inhalt,index_binar
dummy220,N,N,N,N,N,N,N,N,N,N,N,N,so war er mehrere jahre lang schon in der welt umhergezogen und kam einstmals vor dem schlosse vorbei da schaute der koenig heraus er hatte sich aber ein gelbes schild machen lassen das er vor der muetze trug und worauf geschrieben stand dass er sich vor nichts fuerchte als der koenig das las winkte er ihn zu sich herauf und sprach wie du siehst steht meinem schlosse gegenueber noch ein aelteres schloss darin ist es nicht geheuer und herrscht eine verwuenschung darin wenn du die loesen kannst so sollst du die prinzessin zur gemahlin haben,0
dummy220,N,N,N,N,N,N,N,N,N,N,N,N,da liess sich der baeckerlehrling den abend in das alte schloss fuehren und die thuer wurde hinter ihm verschlossen er aber setzte sich hin und rauchte eine pfeife taback nachts um elf uhr entstand ein grosser laerm sechs maenner kamen auf ihn losgestuermt und fragten was er hier wolle er antwortete das werde er ihnen sogleich zeigen griff nach dem kegel und schlug auf die sechs maenner los bis sie verschwunden waren jetzt oeffnete sich ueber ihm die decke und es kamen vier maenner mit einem sarge herein von dem hoben sie den deckel ab und verschwanden es lag aber ein koenig in dem sarge der richtete sich auf und bat den baeckerlehrling er moege ihm doch sein bein wiedergeben welches er ihm in dem gewoelbe weggenommen habe denn der kegelkoenig sei sein bein gewesen da antwortete der baeckerlehrling wenn er versprechen wolle niemals wieder hierher zu kommen so solle er das bein wieder haben und der koenig erwiderte wenn er das bein habe so kaeme er nicht wieder da gab er das bein hin und der koenig zeigte ihm aus dankbarkeit da er nun wieder ordentlich stehen und gehen konnte alle merkwuerdigkeiten des alten schlosses er ging naemlich nachdem er aus dem sarge gestiegen war mit dem baeckerlehrling an der wand entlang und drueckte an einem knopfe sodass der ganze boden niedersank und beide mehrere lachter tief mit herunterrutschten als sie unten waren wurden mehrere gaenge sichtbar in den einen gang fuehrte ihn der koenig da hat alles geblitzt und geblaenkert und der koenig wies ihm hier die verwuenschten schaetze und da sah er unzaehlige tonnen voll silber im andern gange hingen alte kriegsmonturen im dritten gange waren nichts als todtenkoepfe in diesem gange verschwand der koenig und dem baeckerlehrling ging sein licht aus doch fand er die stelle wo er druecken musste damit der fussboden wieder in die hoehe ging oben stand das feuerzeug im fenster da zuendete er sein licht wieder an und liess sich dann noch einmal nieder um den dritten gang naeher in augenschein zu nehmen jetzt aber lagen statt der todtenschaedel nichts als goldklumpen darin so war der baeckerlehrling ein reicher mann liess sich mit dem fussboden wieder in die hoehe und rauchte noch eine pfeife bis die wache kam und das verwuenschte schloss oeffnete die wache aber staunte als sie ihn noch am leben fand denn es hatten schon viele die hier uebernachtet hatten durch die geister ihr leben verloren der koenig wachte jetzt selbst noch zwei naechte lang mit ihm in dem alten schlosse und als in beiden naechten die geister nicht wieder erschienen hielt er sein wort und gab ihm seine tochter zur frau und ich war auch mit auf der hochzeit und sass oben an der ecke,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,ein reicher kaufmann hatte drei schoene toechter da erschien ein junger huebscher graf und hielt um die juengste an er bekam sie auch zur braut und nach einiger zeit sollte sie ihn auf seinem schlosse im walde besuchen und er streute erbsen auf den weg dass sie sich zu ihm finden koennte eines tages ging das maedchen den erbsen nach und musste kreuz und quer gehen durch hohe und niedere waldungen zuletzt kam es auf einen platz im tannenwalde da stand ein grosses gebaeude vor dem gebaeude aber war ein grosser hund der heulte furchtbar und im hausflur hing ein vogel der rief huebsche jungfer packe dich dies ist ein moerderhaus,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,sie ging aber doch ins haus hinein und als sie die treppe hinauf gestiegen war hing da wieder ein vogel und rief wieder huebsche jungfer packe dich dies ist ein moerderhaus,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,sie ging durch mehrere zimmer fand aber niemand und nahm sich vor zu warten bis ihr braeutigam kaeme endlich indem sie durchs fenster blickte sah sie ihn daher kommen und noch ein anderer mann kam mit ihm beide aber hielten eine schoene graefin am arm die sie mit gewalt ins haus fuehrten da gedachte sie daran was die voegel gesagt hatten ward angst und versteckte sich unters bett,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,die beiden maenner aber traten mit der graefin in das naemliche zimmer hinein trugen eine mahlzeit auf und begannen mit ihr zu essen beim ersten gericht fragten sie die graefin wie das essen schmecke,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,sauer antwortete die schoene graefin,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,so soll dein tod auch sauer sein antworteten die maenner,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,beim zweiten gerichte fragten sie die schoene graefin wieder wie das essen schmecke bitter antwortete die graefin so soll dein tod auch bitter sein sagten die maenner,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,nach der mahlzeit hackten sie der graefin zuerst den ringfinger ab der aber sprang auf den schoos der kaufmannstochter die unter dem bett war und sie steckte ihn zu sich dann schnitten sie der graefin den hals ab und darauf sprach der andere raeuber zu dem braeutigam der kaufmannstochter nun lass uns den ringfinger suchen mit nichten sprach der raeuberbraeutigam haben wir nicht gold und silbers genung und sollten uns nach einem ringlein buecken da schleppten sie die todte graefin in ein anderes gemach und gingen aus dem hause,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,nach einiger zeit kroch die kaufmannstochter unter dem bett hervor ging durch alle gemaecher und fand unzaehlige tonnen mit menschenfleisch der vogel im obern stock aber rief wieder huebsche jungfer packe dich dies ist ein moerderhaus,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,da stieg sie die treppe hinab und unten rief der vogel wieder huebsche jungfer packe dich dies ist ein moerderhaus,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,als sie aus dem hause ging heulte der hund furchtbar ihren eltern daheim sagte sie dass ihr braeutigam ein raeuber sei nicht lange darauf erschien dieser wieder als graf und fragte warum seine braut nicht gekommen waere das maedchen sagte noch haette sie nicht zeit gehabt ihn zu besuchen und danach setzten sich alle zu tische,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,nach dem essen erzaehlte es dem raeuber allein es habe einen sonderbaren traum gehabt was traeumte dir denn mein kind fragte der raeuber sie erzaehlte nun wie sie den erbsen nachgegangen waere durch das wilde gebuesch die kreuz und quer und der raeuber sprach mein kind das ist der weg zu meinem schlosse nicht,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,es war ja nur ein traum sprach das maedchen und erzaehlte weiter von dem grossen hunde und von dem ersten vogel welcher gesprochen haette huebsche jungfer packe dich dies ist ein moerderhaus,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,mein kind das war in meinem hause nicht sprach der raeuber,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,es war ja nur ein traum sagte das maedchen und erzaehlte weiter von dem zweiten vogel und der raeuber sagte wieder das sei in seinem hause nicht das maedchen aber sagte wieder es sei ja nur ein traum und erzaehlte weiter von der schoenen graefin welche gesagt habe das essen sei sauer und der raeuber sprach wieder mein kind das war in meinem hause nicht dann erzaehlte sie wie die graefin gesagt habe das essen sei bitter und der raeuber sprach wieder mein kind das war in meinem hause nicht es war ja nur ein traum sprach das maedchen und fuhr fort wie der ringfinger ihr auf den schoos geflogen sei und rief dann ploetzlich der traum ist wahr der ring ist da,0
dummy221,N,N,N,N,N,N,N,N,N,N,N,N,damit warf sie ihm den abgehackten finger mit dem ringe zu und der raeuber wurde der gerechtigkeit ueberantwortet und schaeumte vor wuth dass er einst zu stolz gewesen war sich nach dem ringlein zu buecken,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,ein schuhmacher ein schneider und ein tischler wanderten mit einander und verirrten sich in einem grossen walde da musste der schneider als der flinkste auf den baum steigen um sich nach licht umzusehen und als er es erblickte gingen sie darauf zu sie kamen aber in ein wirthshaus und bestellten das abendbrod waehrend es bereitet wurde ging der schuhmacher in die kueche sich eine pfeife taback anzustecken da fand er das dienstmaedchen so traurig und als er sie fragte warum sie so betruebt waere sagte es dass dies ein raeuberwirthshaus sei und dass sie ueber nacht sterben muessten sie rieth ihm auch dass sie das fenster in der nacht oeffnen und durch einen unterirdischen gang entfliehen sollten also thaten sie auch fanden den unterirdischen gang auf und gingen drei stunden weit darin hin als sie ans tageslicht gekommen waren sahen sie alsbald einen mann der ein scharfrichter gewesen ist auf einem schimmel ihnen entgegenkommen weil sie aber ohne sack und pack aus dem fenster gesprungen waren so fragte der woher sie kaemen und wiewohl sie versicherten die leute in jenem wirthshause waeren kreuzbrave leute so mussten sie doch mit dem scharfrichter der die sache untersuchen wollte wieder dahin zurueck,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,als die handwerksburschen mit dem scharfrichter in das wirthshaus traten sprangen aus den schlupfwinkeln sogleich elf raeuber hervor der wirth als raeuberhauptmann war der zwoelfte sie wollten den scharfrichter und die handwerksburschen ergreifen denn weil sie ihre tornister im stiche gelassen hatten und geflohen waren so wussten die raeuber dass sie unrath gemerkt hatten allein der scharfrichter rief ihnen zu gemach ich wollte freilich diesen dreien wieder zu ihrem gepaeck helfen allein da ihr eurer zwoelf seid so koennen wir nicht mit euch darum kaempfen sondern wollen uns ruhig in unsern tod ergeben und uns ohne widerstand von euch abschlachten lassen nur eines begehren wir dafuer von euch dass ihr uns noch einmal eine gute reichliche mahlzeit vor unserm tode zurichtet denn wisset dass ich eine gefuellte boerse bei mir trage und auch die handwerksburschen ein paar pfennige in der tasche haben nach der mahlzeit soll jeder von uns einem jeden von euch den zwoelften theil seines geldes in die hand zaehlen und dann moegt ihr uns getrost niedermetzeln und wird nachher kein streit um unser geld bei euch entstehen,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,das leuchtete den raeubern ein denn gott segnet ein so schlechtes gewerbe wie das raeuberhandwerk nicht und war noch immer unter ihnen blut geflossen wenn sie die schaetze der gemordeten unter sich getheilt hatten sie richteten also eine gute mahlzeit zu der scharfrichter aber liess seinen reisesack ins zimmer bringen und setzte sich mit den handwerksburschen nieder waehrend der mahlzeit sprangen die raeuber als ihre diener hin und her und brachten koestliche speisen und herrlichen wein der scharfrichter aber befahl ihnen im stolzen tone und hiess sie immer koestlicheren wein herbeibringen und sie erfuellten alle seine befehle im fluge,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,nach tische befahl er dem raeuberhauptmann noch ein licht zu bringen weil aber bald die zeit der metzelei herbeikam so brachte der eins was ganz dunkel brannte da schalt der scharfrichter ihn laut brach es mitten aus einander und zuendete es in der mitte an dass es lichterloh brannte,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,zuletzt hiess er ihm noch einmal wein bringen und that mit den handwerksburschen noch einen trunk dann standen sie auf und die zwoelf raeuber mussten sich an die tafel setzen da oeffnete der scharfrichter seinen mantelsack und zaehlte jedem raeuber seinen theil an dem gelde auf den tisch und jeder raeuber dem er es hinzaehlte verneigte sich vor ihm dann zogen auch die drei handwerksburschen ihr geld aus der tasche und der tischler zaehlte jedem raeuber drei der schuhmacher jedem zwei und der schneider jedem einen guten groschen hin und auch vor jedem handwerksburschen verneigten sich nach einander alle zwoelf raeuber es hatte aber der scharfrichter mit ihnen ausgemacht dass sie nicht eher nach dem gelde greifen duerften bis jeder von allen sein geld zugetheilt erhalten haette alsdann wolle er zaehlen und sobald er drei sage solle jeder zufassen,0
dummy222,N,N,N,N,N,N,N,N,N,N,N,N,als der scharfrichter eins sagte hoben alle zwoelf raeuber die haende auf und als er zwei sagte krallten sie dieselben begierig zusammen als er drei sagte fasste jeder zu allein da hatte sie in demselben augenblicke der scharfrichter alle zwoelf an den tisch festgebannt da musste der flinke schneider zur stadt laufen und soldaten holen da wurden die raeuber alle geraedert die handwerksburschen aber erhielten das geld welches die raeuber gesammelt hatten und waren zeitlebens gluecklich,0
dummy223,N,N,N,N,N,N,N,N,N,N,N,N,es war einmal eine witwe die hatte einen sohn und heirathete einen zauberer um den sohn zu toedten stellte seine mutter sich krank und damit sie genese schickten sie ihn aus stachelbeeren zu holen am stachelbeerbusche aber liess der zauberer ihm einen baeren mit zwei jungen entgegentreten der sollte ihn toedten aber der juengling fand unterwegs eine schachtel darauf stand geschrieben hierin laege ein guertel wer den umschnalle haette zwoelf riesenkraefte den schnallte er um und als ihm der baer mit zwei jungen entgegentrat drueckte er ihm den hals ein die beiden jungen baeren aber setzte er auf seine schultern wie er nun mit den stachelbeeren nach haus kam und auf jeder achsel einen jungen baeren trug stellte sich seine mutter noch einmal krank und sie schickten ihn nach quisselsbeeren 1 und liessen ihm vor dem baume einen loewen mit zwei jungen entgegentreten dem drueckte er auch den hals ein nahm auf jede schulter einen jungen loewen und brachte die quisselsbeeren so nach hause da erforschte seine mutter das geheimniss mit dem guertel sein stiefvater aber entwandte ihm den guertel heimlich als er ihn in die schachtel gelegt hatte dann stach er ihm die augen aus und sie verstiessen ihn der blinde nahm aber mit sich auf der rechten axel einen jungen loewen und auf der linken einen jungen baeren und so kam er in eine hoehle da erloeste er eine prinzessin der mag es wol bestimmt gewesen sein dass sie erloest waere wenn ein blinder kaeme mit einem jungen loewen und einem jungen baeren auf der schulter nun fuehrte ihn die prinzessin aus der hoehle und sie zogen miteinander durch die welt er hatte aber immer einen jungen loewen und einen jungen baeren auf der schulter da sah die prinzessin einen hasen der war auch blind rannte den berg herunter und lief dabei an alle baeume an bis er im thal zu einem wasser kam da tauchte er die augen hinein und lief dann auf dem geradesten wege den berg hinauf weil er sehend geworden war da fuehrte den blinden die prinzessin auch an das wasser er aber musste den loewen und den baeren von der schulter nehmen und das haupt hineintauchen sogleich war er sehend ging zu seinen aeltern bestrafte sie fuer ihre schlechtigkeit band den guertel um der in der schachtel auf dem tische stand und lebte von der zeit an in macht und glueck mit der prinzessin,0
dummy223,N,N,N,N,N,N,N,N,N,N,N,N,fussnoten 1 kleine waldkirschen,0
dummy224,N,N,N,N,N,N,N,N,N,N,N,N,vor einem walde stand ein wirthshaus darin kehrte einst ein fleischerknecht ein er hatte seine geldkatze umgeschnallt trug zu seiner sicherheit ein schlachtbeil bei sich und wollte ueber land ochsen einzukaufen in der gaststube redete ihn alsobald ein riesenstarker mann mit einem schwert an der seite an sagte auch dass in dem walde viele raeuber seien darum gingen sie zuletzt mit einander denn der starke sagte dass er auch des wegs ziehen wolle als sie nun im walde waren begehrte der starke von dem fleischerknecht die geldkatze und da dieser sie ihm nicht geben wollte so sprach er gut gesell wir sind friedlich mit einander gewandert bis hieher so lass uns beil und schwert bei seite thun und nur mit den haenden zusammen ringen wenn ich dann dich besiege so nehme ich dir die geldkatze und lasse dir das leben so wie auch du mit mir thun magst wenn du mich besiegen solltest da legten sie schwert und axt bei seite und nachdem der raeuber den fleischerknecht im ringen zu boden geworfen hatte schnallte er ihm die geldkatze ab liess ihn aber dann wieder aufstehen dann nahmen beide schwert und axt vom boden auf sogleich riss der fleischer dem raeuber nun unversehens die geldkatze wieder aus der hand und warf sie auf die erde er meinte aber den raeuber mit dem schlachtbeil das er bei sich trug zu toedten sobald der sich bueckte die geldkatze aufzunehmen denn er besass durch sein handwerk eine grosse geschicklichkeit in der fuehrung desselben der raeuber merkte aber seine absicht wohl und drohte ihm nun noch mit dem tode wenn er selbst sich nicht danach bueckte versprach ihm aber das leben zu lassen sobald er die geldkatze aufhebe der fleischer hob also die geldkatze auf uebergab sie dem raeuber und da dieser von nun an meinte dass er nichts boeses mehr im schilde fuehrte so bat er dass er ihm doch einen finger abhacken moechte damit sein meister erkennen moechte dass er wirklich ueberfallen sei und ihn nicht fuer einen betrueger halte wenn er ohne das geld und ohne den mastochsen nach haus kaeme dazu entschloss sich der raeuber und der fleischerknecht bat ihn noch fest zu hacken damit der finger auf den ersten hieb am boden laege als der raeuber aber krumm dastand und eben mit grosser gewalt mit dem schwert zuhauen wollte hackte der fleischergesell der weit behender war als der raeuber mit seinem schlachtbeil nach dem raeuber toedtete ihn auf einen hieb und blieb sieger,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,ein edelmann hatte einen sohn den er gar sehr liebte ihm gab er hundert thaler und ein schwarzes pferd damit sollte er in die welt ziehen nach einiger zeit kam der an ein wirthshaus da fand er einige lustige gesellen verjubelte mit ihnen all sein geld und musste dem wirth selbst sein pferd lassen darauf zog er wieder nach haus und bat dass sein vater ihn wieder zur reise ausruesten sollte gesell so wars nicht gemeint sprach der alte dass du das geld auf diese weise unter die leute bringen sollst gab ihm aber doch bereitwillig diesmal ein rothpferd und fuenfhundert thaler damit zog der junker wieder in die welt kam wieder in das wirthshaus fand andere gesellen dort und verthat mit ihnen wieder fast all sein geld bis auf das rothpferd im stall das er mit sich nahm darauf ging er in die stadt und wurde soldat zu pferde er verstand aber sein ross nicht selbst zu putzen und musste knechte dazu annehmen als sein geld all war wollten diese auch sein pferd nicht mehr putzen und gingen davon da gab ihm ein gewitzter kamerad den rath an seinen vater zu schreiben er sei lieutenant geworden das that er auch sein vater schickte ihm neunhundert thaler und sogleich waren die knechte wieder da und putzten und striegelten das rothpferd nach einer weile war sein geld all und sogleich verliessen die knechte ihn wieder da gab ihm ein gewitzter kamerad den rath an seinen vater zu schreiben dass er rittmeister waere sogleich schickte sein vater ihm dreizehnhundert thaler und die knechte waren wieder da und putzten und striegelten den rothfuchs als das geld wieder all war verschwanden auch sogleich die knechte und ein gewitzter kamerad rieth dass er schreiben solle er sei oberst da schickte der edelmann zweitausend thaler und sogleich waren die knechte wieder da und striegelten das rothpferd als das geld all war waren sie geschwind wieder fort da gab ihm ein gewitzter kamerad den rath dass er an seinen vater schreiben solle er sei general,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,als der edelmann diesen brief empfing sprach er fuerwahr mein sohn macht mir freude ich werde ihn einmal besuchen und das geld selbst ueberbringen weil er aber nicht sogleich abreisen konnte so wurde das rothpferd lange zeit nicht gestriegelt und deshalb ward sein sohn auf die wache gebracht unterdess langte der edelmann mit viertausend thalern an und hoerte dass sein sohn nicht general sondern noch ein gemeiner soldat sei da reiste er sogleich wieder ab nahm das geld mit sich und liess seinen sohn im gefaengniss sitzen,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,als dieser losgelassen wurde hoerte er was vorgefallen war und weil er wusste dass er nun kein geld von haus mehr bekam um es mit seinen kameraden zu vertrinken und das rothpferd dafuer striegeln zu lassen so schloss er sich an sechs andere soldaten an die eben desertiren wollten,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,da sie nun schon eine zeitlang ueber die grenze sein mochten kamen sie an einen gruenen platz darauf liessen sie ihre pferde grasen unterdessen sahen sie wie eine klippe sich auseinander that und sieben hirsche mit goldenen ringen um die hoerner herauskamen da zogen sie sogleich hinein und fanden ein verwuenschtes schloss vor den thoren standen zwei reihen soldaten welches aber geister waren und praesentirten als sie einzogen das gefiel den desertirten soldaten gar wohl sie zogen ihre pferde in den stall gaben ihnen von dem dastehenden hafer in die krippen und gingen dann in die zimmer des schlosses dort war alles wuest und leer als aber einer zum andern sprach bruder ich bin hungrig stand sogleich eine grosse schuessel voll speise auf dem tische und daneben standen sieben teller und sieben loeffel nach tische sprachen sie auch zu einander haetten wir jetzt doch auch wein und eine pfeife taback und sogleich waren sieben flaschen wein und sieben pfeifen nebst taback da am abende kamen auch die sieben hirsche mit goldenen ringen um die hoerner wieder herein und die klippe schloss sich hinter ihnen zu danach gingen die sieben soldaten zu bett denn fuer jeden war eine kostbare kammer mit einem praechtigen bett in dem schlosse,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,in der nacht kam einer der geister die vor dem schlosse wache standen an des jungen edelmanns bett und sprach schlaefst du oder wachst du ich schlafe nicht ich wache antwortete er so hoere denn sprach der geist weiter die sieben hirsche welche ihr gesehen habt sind sieben verwuenschte prinzessinnen wenn ihr sieben jahre in diesem schlosse bleiben wollt so habt ihr sie erloest jeder bekommt eine prinzessin zur frau und alle schaetze des schlosses sind euer dies trug er am andern morgen seinen kameraden vor die aber wollten nichts von seinem vorschlage hoeren sie hatten ein bund schluessel gefunden das die schatzkammer aufschloss fuellten sich ihre mantelsaecke mit gold und gedachten davon in der welt lustiger zu leben denn dass sie sieben jahre in solcher einsamkeit auf die erloesung der prinzessinnen harrten traurig musste der junge edelmann thun wie seine kameraden und sich auch den mantelsack mit gold fuellen als sie sahen dass an diesem tage die sieben hirsche wieder auf die weide gingen folgten sie ihnen nach durch die offenstehende klippe die geister aber die am schlossthore wache standen schuettelten verdriesslich ihre baertigen koepfe,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,die sieben soldaten kamen in eine stadt dort nahmen sie sich weiber und kauften sich von ihrem golde praechtige haeuser nur der junge edelmann heirathete noch nicht und zog noch weiter in der welt umher nach einem jahre kam er wieder durch die stadt da hatten seine kameraden all ihr geld verthan und sprachen kamerad jetzt ziehen wir wieder nach dem verwuenschten schlosse und holen uns gold aus der schatzkammer thut wie ihr wollt antwortete der juengling doch wenn ich mit euch gehe so bleibe ich sieben jahr da und sehe ob ich nicht die eine der sieben prinzessinnen erloesen kann darueber spotteten seine kameraden er aber liess sich nicht irre machen als sie auf den gruenen platz vor der klippe kamen grasete nur ein hirsch mit goldenen ringen um das geweih dort und sah die soldaten traurig an die sieben ritten durch die offenstehende klippe und durch das schlossthor dort standen die geister noch immer wache und schauten grimmig auf die sechs gefaehrten des jungen edelmanns als sie ihre pferde in den stall zogen fanden sie dort nur fuer ein pferd hafer und heu da sie in den speisesaal gingen und sich zu essen wuenschten kam nur ein teller und ein loeffel und wenn ein anderer als der junge edelmann mit dem loeffel essen wollte schnapp war er ihm vom munde verschwunden sie wuenschten sich wein aber es kam nur eine flasche und wenn ein anderer als der edelmannssohn sich an dem koestlichen trank erlaben wollte verschwand ihm das gefaess vom munde er wusste nicht wie sie wuenschten sich jeder eine pfeife taback aber es kam nur eine pfeife fuer den jungen edelmann danach wollten sich die sechs hungrig zu bett legen aber da waren auch die sechs betten verschwunden und nur des jungen edelmanns bett stand noch da und kostbarer denn zuvor seine kameraden mussten deshalb auf dem fussboden schlafen und am andern morgen standen sie in aller fruehe auf der lauer um zu sehen ob der hirsch mit goldenen ringen um das geweih nicht bald aus der klippe gehen wuerde als sie aber meinten es sei zeit und die schatzkammer aufschlossen und hineingingen ihre mantelsaecke zu fuellen drehten die geister ihnen den hals um,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,der junge edelmann blieb in der einsamkeit und fuerchtete sich nicht vor den geistern im verwuenschten schlosse als die sieben jahre bald um waren zeigte sich ihm oft die prinzessin in ihrer menschlichen gestalt und vermahnte ihn standhaft auszudauern das that er auch und als die zeit wirklich herum war war der hirsch mit goldenen ringen ums geweih fuer immer erloest und reichte ihm als eine schoene prinzessin die hand auch alle die geister aber waren erloest und lustig exercirten viele regimenter von soldaten um das koenigsschloss her,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,nach einiger zeit beschloss der junge koenig einmal in seine heimath zu reisen und seinem vater einen unverhofften besuch zu machen darum liess er vier wagen mit geld fuer seinen vater beladen und nahm fuenfzig mann soldaten zur bedeckung mit nach drei tagen kamen sie in einen dichten wald verloren sich darin und gelangten endlich mitten im walde an ein grosses schoenes gasthaus darin waren hundert junge gaeste die assen und tranken und sangen und jubelten wie auch die diener und dienerinnen und ein altes muetterchen welcher die gastwirtschaft gehoerte war der raeuberhauptmann der koenig und seine soldaten merkten aber nicht dass sie in einer raeuberhoehle waren und hatten ihre freude daran wie sie so flink von den verkleideten raeubern bedient wurden und die hundert gaeste so lustige lieder sangen am abende trat die alte zu dem jungen koenig und sagte dass die vornehmsten von ihren gaesten jeden abend in einem kostbaren gemach karten zu spielen pflegten und lud ihn ein daran theil zu nehmen das gefiel dem jungen koenig gar wohl und in wenigen stunden hatte er seine vier wagen mit geld und zuletzt selbst seine koenigskleidung verspielt unterdessen hatten die raeuber in den andern gemaechern die soldaten beim trunk umgebracht und die fuhrleute und andern diener des koenigs gefesselt und ihnen angekuendigt dass sie unter ihre raeuberbande treten oder sterben sollten den koenig entkleideten sie auch seiner kostbaren kleidung und warfen ihn nackt und blos in eine grube im walde von seinem huelferuf wurde ein einsiedler herbeigezogen der durch den wald ging er half ihm aus der grube und bekleidete ihn mitleidig mit seinem blauen kittel und seiner alten leinenen hose dafuer gab der koenig ihm einen goldenen ring den die raeuber ihm abzuziehen vergessen hatten,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,so ging der koenig zu seinem vater nach hause als er aber dort in der leinenen hose ankam meinte er dass er nichts als ein entlaufener gemeiner soldat sei darum musste der koenig zur strafe die schweine hueten und wenn er abends heimkehrte so sperrte ihn sein vater auch auf den schweinskoben brachte ihm auch dahin das essen und schlug ihn wenn er auf dem schweinskoben sein unglueck beklagte und sagte dass er ein maechtiger koenig geworden sei und eine schoene und tugendreiche gemahlin habe,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,aber ein guter freundlicher stern wachte auch noch ueber den ungluecklichen und in elend und schmach lebenden koenig denn als sein holdes gemahl ersah dass er nicht zurueckkehrte ward sie gar unruhig liess acht wagen mit geld beladen nahm viele hornisten und hundert mann soldaten zur bedeckung mit sich und machte sich auf die reise zu ihrem schwiegervater nach dreien tagen gelangten sie in den dichten wald verirrten sich und kamen in das schoene wirthshaus da ward die koenigin mit ihrem gefolge von den verkleideten raeubern gar herrlich aufgenommen und bewirthet allein die diener des koenigs welche hatten muessen unter die raeuberbande treten sagten ihr heimlich dass sie in einer raeuberhoehle sei und warnten die koenigin dass sie sich ja nicht zum spiele niedersetzen sollte am abend kam der raeuberhauptmann der in die alte wirthin verkleidet war und sagte es waere ein kostbares bankett zugerichtet und seien viel reiche junge herren unter seinen gaesten die geluestete es mit der koenigin karten zu spielen mich aber sprach da die koenigin geluestet es zuerst mit den herren einen tanz aufzufuehren und sollen alle die herren die hier im hause sind und alle die jungfrauen die in der kueche kochen und braten hereinkommen und mit meinen soldaten nach der musik welche meine hornisten machen werden tanzen den soldaten war zuvor bescheid gesagt und als die raeuber meinten es wuerde zum tanz geblasen bliesen die hornisten ein ander signal und die soldaten ergriffen die dargebotene hand der raeuber und toedteten sie alle bis auf die fruehern diener des koenigs und die alte wirthin die sich noch zu rechter zeit versteckt hatte am andern morgen befahl die konigin das haus nach ihr zu durchsuchen und weil sie das gehoert hatte so kam sie freiwillig die treppe heruntergegangen uebergab der koenigin alle schluessel des hauses und bat dass sie doch einer alten frau schonen moechte da sprach die koenigin so wahr du ein alt weib bist sollst du auch leben ergriff die schluessel zu all den schaetzen welche dem koenig und andern reisenden im spiel abgenommen waren und hiess die alte an einen baum aufhaengen denn sie hatte schon gehoert dass die alte wirthin der raeuberhauptmann und keine alte frau waere,0
dummy225,N,N,N,N,N,N,N,N,N,N,N,N,danach zog die koenigin weiter kam zu dem einsiedler und sah des koenigs ring an seinem finger von ihm erfuhr sie dass ihr gemahl nicht todt sondern in schlechter kleidung zu seinen eltern gereist sei vor freuden ueber diese nachricht und aus dankbarkeit uebergab die koenigin dem einsiedler die schluessel des raeuberhauses hiess ihn von den dort aufgehaeuften schaetzen nehmen so viel er moechte und das uebrige an die armen vertheilen,0
